image_path,true_label,category,dataset_role,semantic_category,transform_group,extension,original_size,original_label,resized_512_label,resized_768_label,resized_1024_label,score_original,score_512,score_768,score_1024,score_min,score_max,score_delta,flip_type,original_resolution_bucket
data\test_images\day14_expansion\paired_format\ai_jpg\ai_065_object_closeup_jpg_q95.jpg,ai,ai_jpg,paired_format,object_closeup,ai_jpg,jpg,1448x1086,uncertain,uncertain,ai,uncertain,0.145129,0.177253,0.184086,0.173371,0.145129,0.184086,0.038957,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_074_object_closeup_jpg_q95.jpg,ai,ai_jpg,paired_format,object_closeup,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.156880,0.195512,0.192165,0.182100,0.156880,0.195512,0.038632,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_065_object_closeup_png.png,ai,ai_png,paired_format,object_closeup,ai_png,png,1448x1086,uncertain,uncertain,ai,uncertain,0.143727,0.175325,0.182022,0.170938,0.143727,0.182022,0.038295,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\object_closeup\ai_065_object_closeup_native.png,ai,object_closeup,raw_source,object_closeup,raw,png,1448x1086,uncertain,uncertain,ai,uncertain,0.143727,0.175325,0.182022,0.170938,0.143727,0.182022,0.038295,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_jpg\real_026_indoor_home_jpg_q95.jpg,real,real_jpg,paired_format,indoor_home,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.165882,0.183052,0.198573,0.204152,0.165882,0.204152,0.038270,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_040_lowlight_weather_jpg_q95.jpg,real,real_jpg,paired_format,lowlight_weather,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.147787,0.182342,0.185459,0.184348,0.147787,0.185459,0.037672,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\object_closeup\real_074_object_closeup_native.jpeg,real,object_closeup,raw_source,object_closeup,raw,jpeg,3024x4032,uncertain,uncertain,ai,ai,0.150114,0.172113,0.187293,0.185377,0.150114,0.187293,0.037179,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_074_object_closeup_png.png,ai,ai_png,paired_format,object_closeup,ai_png,png,1448x1086,uncertain,ai,ai,uncertain,0.155239,0.191937,0.188141,0.178296,0.155239,0.191937,0.036698,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\object_closeup\ai_074_object_closeup_native.png,ai,object_closeup,raw_source,object_closeup,raw,png,1448x1086,uncertain,ai,ai,uncertain,0.155239,0.191937,0.188141,0.178296,0.155239,0.191937,0.036698,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_045_lowlight_weather_png.png,real,real_png,paired_format,lowlight_weather,real_png,png,5712x4284,uncertain,ai,ai,ai,0.152135,0.188445,0.188093,0.188670,0.152135,0.188670,0.036535,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_045_lowlight_weather_jpg_q95.jpg,real,real_jpg,paired_format,lowlight_weather,real_jpg,jpg,5712x4284,uncertain,ai,ai,ai,0.153590,0.189995,0.189363,0.189793,0.153590,0.189995,0.036405,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_040_lowlight_weather_png.png,real,real_png,paired_format,lowlight_weather,real_png,png,3024x4032,uncertain,ai,ai,ai,0.148421,0.180942,0.184500,0.183870,0.148421,0.184500,0.036079,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_027_indoor_home_jpg_q95.jpg,real,real_jpg,paired_format,indoor_home,real_jpg,jpg,3024x4032,uncertain,uncertain,ai,ai,0.147709,0.177570,0.180780,0.183536,0.147709,0.183536,0.035827,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_020_indoor_home_jpg_q95.jpg,real,real_jpg,paired_format,indoor_home,real_jpg,jpg,4032x3024,uncertain,ai,ai,uncertain,0.151080,0.186445,0.181257,0.176034,0.151080,0.186445,0.035365,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\food_retail\real_002_food_retail_native.jpg,real,food_retail,raw_source,food_retail,raw,jpg,1920x1080,uncertain,ai,uncertain,uncertain,0.148369,0.182766,0.174576,0.168727,0.148369,0.182766,0.034397,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\real\lowlight_weather\real_037_lowlight_weather_native.jpeg,real,lowlight_weather,raw_source,lowlight_weather,raw,jpeg,3024x4032,ai,ai,ai,uncertain,0.214273,0.186548,0.182121,0.179910,0.179910,0.214273,0.034363,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\raw\real\indoor_home\real_028_indoor_home_native.jpeg,real,indoor_home,raw_source,indoor_home,raw,jpeg,3024x4032,uncertain,uncertain,ai,ai,0.164290,0.176605,0.191850,0.198086,0.164290,0.198086,0.033796,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_026_indoor_home_png.png,real,real_png,paired_format,indoor_home,real_png,png,3024x4032,uncertain,ai,ai,ai,0.167986,0.180775,0.196103,0.201639,0.167986,0.201639,0.033653,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_020_indoor_home_png.png,real,real_png,paired_format,indoor_home,real_png,png,4032x3024,uncertain,ai,uncertain,uncertain,0.151884,0.185234,0.179995,0.175013,0.151884,0.185234,0.033350,uncertain_to_ai_after_resize,xlarge
data\test_images\legacy\day8_small_30\ai\ai_001.png,ai,day8_small_30,legacy,unknown,legacy,png,1448x1086,uncertain,ai,ai,uncertain,0.154768,0.187603,0.183615,0.175948,0.154768,0.187603,0.032835,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_007_food_retail_png.png,ai,ai_png,paired_format,food_retail,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.166198,0.194890,0.198945,0.191431,0.166198,0.198945,0.032747,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\food_retail\ai_007_food_retail_native.png,ai,food_retail,raw_source,food_retail,raw,png,1448x1086,uncertain,ai,ai,ai,0.166198,0.194890,0.198945,0.191431,0.166198,0.198945,0.032747,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_007_food_retail_jpg_q95.jpg,ai,ai_jpg,paired_format,food_retail,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.168416,0.196844,0.200874,0.193863,0.168416,0.200874,0.032458,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_027_indoor_home_png.png,real,real_png,paired_format,indoor_home,real_png,png,3024x4032,uncertain,uncertain,uncertain,ai,0.149665,0.175985,0.179189,0.182112,0.149665,0.182112,0.032447,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\lowlight_weather\real_041_lowlight_weather_native.jpeg,real,lowlight_weather,raw_source,lowlight_weather,raw,jpeg,4032x3024,ai,ai,ai,uncertain,0.202333,0.194570,0.181293,0.170207,0.170207,0.202333,0.032126,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_029_indoor_home_jpg_q95.jpg,real,real_jpg,paired_format,indoor_home,real_jpg,jpg,4032x3024,ai,uncertain,ai,ai,0.199483,0.176231,0.195291,0.208231,0.176231,0.208231,0.032000,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\raw\real\indoor_home\real_029_indoor_home_native.jpeg,real,indoor_home,raw_source,indoor_home,raw,jpeg,4032x3024,ai,uncertain,ai,ai,0.191442,0.176330,0.195373,0.208210,0.176330,0.208210,0.031880,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_029_indoor_home_png.png,real,real_png,paired_format,indoor_home,real_png,png,4032x3024,ai,uncertain,ai,ai,0.200884,0.176037,0.195266,0.207802,0.176037,0.207802,0.031765,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\raw\real\object_closeup\real_071_object_closeup_native.jpeg,real,object_closeup,raw_source,object_closeup,raw,jpeg,3024x4032,real,uncertain,uncertain,uncertain,0.118918,0.150123,0.146023,0.144930,0.118918,0.150123,0.031205,real_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_074_object_closeup_jpg_q95.jpg,real,real_jpg,paired_format,object_closeup,real_jpg,jpg,3024x4032,uncertain,uncertain,ai,ai,0.156882,0.172080,0.187343,0.185502,0.156882,0.187343,0.030461,uncertain_to_ai_after_resize,xlarge
data\test_images\legacy\day8_small_30\ai\ai_006.png,ai,day8_small_30,legacy,unknown,legacy,png,1448x1086,uncertain,ai,ai,ai,0.178609,0.201530,0.208463,0.202642,0.178609,0.208463,0.029854,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_032_lowlight_weather_jpg_q95.jpg,ai,ai_jpg,paired_format,lowlight_weather,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.168121,0.196164,0.197743,0.190392,0.168121,0.197743,0.029622,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_095_people_partial_png.png,ai,ai_png,paired_format,people_partial,ai_png,png,1448x1086,ai,uncertain,ai,ai,0.191846,0.167388,0.185378,0.196753,0.167388,0.196753,0.029365,ai_to_uncertain_after_resize,large
data\test_images\day14_expansion\raw\ai\people_partial\ai_095_people_partial_native.png,ai,people_partial,raw_source,people_partial,raw,png,1448x1086,ai,uncertain,ai,ai,0.191846,0.167388,0.185378,0.196753,0.167388,0.196753,0.029365,ai_to_uncertain_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_095_people_partial_jpg_q95.jpg,ai,ai_jpg,paired_format,people_partial,ai_jpg,jpg,1448x1086,ai,uncertain,ai,ai,0.193495,0.169401,0.187246,0.198697,0.169401,0.198697,0.029296,ai_to_uncertain_after_resize,large
data\test_images\legacy\day8_small_30\ai\ai_012.png,ai,day8_small_30,legacy,unknown,legacy,png,1448x1086,uncertain,ai,ai,ai,0.173775,0.202726,0.202078,0.195981,0.173775,0.202726,0.028951,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_032_lowlight_weather_png.png,ai,ai_png,paired_format,lowlight_weather,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.169755,0.195259,0.196816,0.189930,0.169755,0.196816,0.027061,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_032_lowlight_weather_native.png,ai,lowlight_weather,raw_source,lowlight_weather,raw,png,1448x1086,uncertain,ai,ai,ai,0.169755,0.195259,0.196816,0.189930,0.169755,0.196816,0.027061,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_079_outdoor_street_jpg_q95.jpg,ai,ai_jpg,paired_format,outdoor_street,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.173735,0.195444,0.200776,0.197037,0.173735,0.200776,0.027041,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_079_outdoor_street_png.png,ai,ai_png,paired_format,outdoor_street,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.171600,0.193301,0.198386,0.194381,0.171600,0.198386,0.026786,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\outdoor_street\ai_079_outdoor_street_native.png,ai,outdoor_street,raw_source,outdoor_street,raw,png,1448x1086,uncertain,ai,ai,ai,0.171600,0.193301,0.198386,0.194381,0.171600,0.198386,0.026786,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_036_lowlight_weather_png.png,ai,ai_png,paired_format,lowlight_weather,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.176653,0.203097,0.200958,0.195893,0.176653,0.203097,0.026444,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_036_lowlight_weather_native.png,ai,lowlight_weather,raw_source,lowlight_weather,raw,png,1448x1086,uncertain,ai,ai,ai,0.176653,0.203097,0.200958,0.195893,0.176653,0.203097,0.026444,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_036_lowlight_weather_jpg_q95.jpg,ai,ai_jpg,paired_format,lowlight_weather,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.178706,0.205144,0.202941,0.198163,0.178706,0.205144,0.026438,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_008_food_retail_png.png,ai,ai_png,paired_format,food_retail,ai_png,png,1448x1086,uncertain,ai,ai,uncertain,0.155961,0.182273,0.181745,0.176236,0.155961,0.182273,0.026312,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\food_retail\ai_008_food_retail_native.png,ai,food_retail,raw_source,food_retail,raw,png,1448x1086,uncertain,ai,ai,uncertain,0.155961,0.182273,0.181745,0.176236,0.155961,0.182273,0.026312,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_009_food_retail_png.png,ai,ai_png,paired_format,food_retail,ai_png,png,1448x1086,uncertain,ai,ai,uncertain,0.157663,0.183900,0.183702,0.178313,0.157663,0.183900,0.026237,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\food_retail\ai_009_food_retail_native.png,ai,food_retail,raw_source,food_retail,raw,png,1448x1086,uncertain,ai,ai,uncertain,0.157663,0.183900,0.183702,0.178313,0.157663,0.183900,0.026237,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_jpg\real_002_food_retail_jpg_q95.jpg,real,real_jpg,paired_format,food_retail,real_jpg,jpg,1920x1080,uncertain,ai,uncertain,uncertain,0.156811,0.182870,0.174711,0.169114,0.156811,0.182870,0.026059,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_009_food_retail_jpg_q95.jpg,ai,ai_jpg,paired_format,food_retail,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.160059,0.186115,0.185935,0.180938,0.160059,0.186115,0.026056,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_jpg\real_028_indoor_home_jpg_q95.jpg,real,real_jpg,paired_format,indoor_home,real_jpg,jpg,3024x4032,uncertain,uncertain,ai,ai,0.172356,0.176593,0.191885,0.198092,0.172356,0.198092,0.025736,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_008_food_retail_jpg_q95.jpg,ai,ai_jpg,paired_format,food_retail,ai_jpg,jpg,1448x1086,uncertain,ai,ai,uncertain,0.158356,0.183716,0.183410,0.178204,0.158356,0.183716,0.025360,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_074_object_closeup_png.png,real,real_png,paired_format,object_closeup,real_png,png,3024x4032,uncertain,uncertain,ai,ai,0.160134,0.169460,0.185420,0.183894,0.160134,0.185420,0.025286,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_066_object_closeup_jpg_q95.jpg,ai,ai_jpg,paired_format,object_closeup,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.167650,0.191382,0.192682,0.186920,0.167650,0.192682,0.025032,uncertain_to_ai_after_resize,large
data\test_images\legacy\day8_small_30\ai\ai_029.png,ai,day8_small_30,legacy,unknown,legacy,png,1448x1086,uncertain,ai,ai,uncertain,0.162104,0.186634,0.182971,0.178818,0.162104,0.186634,0.024530,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_066_object_closeup_png.png,ai,ai_png,paired_format,object_closeup,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.164940,0.188039,0.189278,0.183091,0.164940,0.189278,0.024338,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\object_closeup\ai_066_object_closeup_native.png,ai,object_closeup,raw_source,object_closeup,raw,png,1448x1086,uncertain,ai,ai,ai,0.164940,0.188039,0.189278,0.183091,0.164940,0.189278,0.024338,uncertain_to_ai_after_resize,large
data\test_images\legacy\day8_small_30\ai\ai_003.png,ai,day8_small_30,legacy,unknown,legacy,png,1448x1086,uncertain,ai,ai,ai,0.175881,0.196122,0.199726,0.195755,0.175881,0.199726,0.023845,uncertain_to_ai_after_resize,large
data\test_images\legacy\day8_small_30\ai\ai_021.png,ai,day8_small_30,legacy,unknown,legacy,png,1122x1402,real,uncertain,uncertain,uncertain,0.114600,0.138253,0.132566,0.125629,0.114600,0.138253,0.023653,real_to_uncertain_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_019_indoor_home_jpg_q95.jpg,ai,ai_jpg,paired_format,indoor_home,ai_jpg,jpg,1448x1086,ai,uncertain,ai,ai,0.182392,0.165710,0.180868,0.188990,0.165710,0.188990,0.023280,ai_to_uncertain_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_002_food_retail_png.png,real,real_png,paired_format,food_retail,real_png,png,1920x1080,uncertain,ai,uncertain,uncertain,0.158286,0.181198,0.173177,0.168465,0.158286,0.181198,0.022912,uncertain_to_ai_after_resize,large
data\test_images\legacy\day8_small_30\ai\ai_016.png,ai,day8_small_30,legacy,unknown,legacy,png,1448x1086,uncertain,ai,ai,ai,0.165766,0.184667,0.188509,0.185331,0.165766,0.188509,0.022743,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_019_indoor_home_png.png,ai,ai_png,paired_format,indoor_home,ai_png,png,1448x1086,uncertain,uncertain,uncertain,ai,0.179842,0.162825,0.177484,0.185373,0.162825,0.185373,0.022548,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\indoor_home\ai_019_indoor_home_native.png,ai,indoor_home,raw_source,indoor_home,raw,png,1448x1086,uncertain,uncertain,uncertain,ai,0.179842,0.162825,0.177484,0.185373,0.162825,0.185373,0.022548,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_072_object_closeup_jpg_q95.jpg,ai,ai_jpg,paired_format,object_closeup,ai_jpg,jpg,1448x1086,uncertain,uncertain,ai,uncertain,0.161490,0.177807,0.183792,0.179807,0.161490,0.183792,0.022302,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_028_indoor_home_png.png,real,real_png,paired_format,indoor_home,real_png,png,3024x4032,uncertain,uncertain,ai,ai,0.173710,0.174384,0.189545,0.195795,0.173710,0.195795,0.022085,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_072_object_closeup_png.png,ai,ai_png,paired_format,object_closeup,ai_png,png,1448x1086,uncertain,uncertain,ai,uncertain,0.160281,0.176239,0.181773,0.177547,0.160281,0.181773,0.021492,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\object_closeup\ai_072_object_closeup_native.png,ai,object_closeup,raw_source,object_closeup,raw,png,1448x1086,uncertain,uncertain,ai,uncertain,0.160281,0.176239,0.181773,0.177547,0.160281,0.181773,0.021492,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_085_outdoor_street_png.png,ai,ai_png,paired_format,outdoor_street,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.164386,0.184080,0.184740,0.181832,0.164386,0.184740,0.020354,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\outdoor_street\ai_085_outdoor_street_native.png,ai,outdoor_street,raw_source,outdoor_street,raw,png,1448x1086,uncertain,ai,ai,ai,0.164386,0.184080,0.184740,0.181832,0.164386,0.184740,0.020354,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_085_outdoor_street_jpg_q95.jpg,ai,ai_jpg,paired_format,outdoor_street,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.166582,0.185511,0.186431,0.183986,0.166582,0.186431,0.019849,uncertain_to_ai_after_resize,large
data\test_images\legacy\day8_small_30\ai\ai_004.png,ai,day8_small_30,legacy,unknown,legacy,png,1448x1086,uncertain,uncertain,ai,ai,0.164681,0.179020,0.183031,0.181103,0.164681,0.183031,0.018350,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_039_lowlight_weather_jpg_q95.jpg,ai,ai_jpg,paired_format,lowlight_weather,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.172570,0.182268,0.189971,0.189079,0.172570,0.189971,0.017401,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_039_lowlight_weather_png.png,ai,ai_png,paired_format,lowlight_weather,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.170805,0.180443,0.188158,0.186954,0.170805,0.188158,0.017353,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_039_lowlight_weather_native.png,ai,lowlight_weather,raw_source,lowlight_weather,raw,png,1448x1086,uncertain,ai,ai,ai,0.170805,0.180443,0.188158,0.186954,0.170805,0.188158,0.017353,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_001_food_retail_jpg_q95.jpg,ai,ai_jpg,paired_format,food_retail,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.175444,0.183648,0.192589,0.192053,0.175444,0.192589,0.017145,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_001_food_retail_png.png,ai,ai_png,paired_format,food_retail,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.173999,0.182001,0.190948,0.190258,0.173999,0.190948,0.016949,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\food_retail\ai_001_food_retail_native.png,ai,food_retail,raw_source,food_retail,raw,png,1448x1086,uncertain,ai,ai,ai,0.173999,0.182001,0.190948,0.190258,0.173999,0.190948,0.016949,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_088_outdoor_street_jpg_q95.jpg,ai,ai_jpg,paired_format,outdoor_street,ai_jpg,jpg,1448x1086,uncertain,uncertain,ai,ai,0.168605,0.174783,0.184609,0.185009,0.168605,0.185009,0.016404,uncertain_to_ai_after_resize,large
data\test_images\legacy\day8_small_30\real\real_023.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,884x1916,uncertain,ai,ai,ai,0.179521,0.188485,0.192642,0.195670,0.179521,0.195670,0.016149,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_088_outdoor_street_png.png,ai,ai_png,paired_format,outdoor_street,ai_png,png,1448x1086,uncertain,uncertain,ai,ai,0.166466,0.172854,0.182209,0.181990,0.166466,0.182209,0.015743,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\outdoor_street\ai_088_outdoor_street_native.png,ai,outdoor_street,raw_source,outdoor_street,raw,png,1448x1086,uncertain,uncertain,ai,ai,0.166466,0.172854,0.182209,0.181990,0.166466,0.182209,0.015743,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_025_indoor_home_jpg_q95.jpg,ai,ai_jpg,paired_format,indoor_home,ai_jpg,jpg,1448x1086,uncertain,uncertain,ai,ai,0.168455,0.171656,0.182107,0.183707,0.168455,0.183707,0.015252,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_021_indoor_home_jpg_q95.jpg,ai,ai_jpg,paired_format,indoor_home,ai_jpg,jpg,1448x1086,uncertain,uncertain,ai,ai,0.168238,0.174702,0.182895,0.182936,0.168238,0.182936,0.014698,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_025_indoor_home_png.png,ai,ai_png,paired_format,indoor_home,ai_png,png,1448x1086,uncertain,uncertain,uncertain,ai,0.167106,0.170046,0.179883,0.181246,0.167106,0.181246,0.014140,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\indoor_home\ai_025_indoor_home_native.png,ai,indoor_home,raw_source,indoor_home,raw,png,1448x1086,uncertain,uncertain,uncertain,ai,0.167106,0.170046,0.179883,0.181246,0.167106,0.181246,0.014140,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_021_indoor_home_png.png,ai,ai_png,paired_format,indoor_home,ai_png,png,1448x1086,uncertain,uncertain,ai,ai,0.167078,0.173073,0.180915,0.180900,0.167078,0.180915,0.013837,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\indoor_home\ai_021_indoor_home_native.png,ai,indoor_home,raw_source,indoor_home,raw,png,1448x1086,uncertain,uncertain,ai,ai,0.167078,0.173073,0.180915,0.180900,0.167078,0.180915,0.013837,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_016_indoor_home_png.png,ai,ai_png,paired_format,indoor_home,ai_png,png,1448x1086,uncertain,ai,uncertain,uncertain,0.170478,0.181655,0.179753,0.178925,0.170478,0.181655,0.011177,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\indoor_home\ai_016_indoor_home_native.png,ai,indoor_home,raw_source,indoor_home,raw,png,1448x1086,uncertain,ai,uncertain,uncertain,0.170478,0.181655,0.179753,0.178925,0.170478,0.181655,0.011177,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_016_indoor_home_jpg_q95.jpg,ai,ai_jpg,paired_format,indoor_home,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.172683,0.183481,0.181683,0.181168,0.172683,0.183481,0.010798,uncertain_to_ai_after_resize,large
