image_path,true_label,category,dataset_role,semantic_category,transform_group,is_main_dataset,base_id,filename,extension,file_size_kb,width,height,aspect_ratio,megapixels,image_mode,has_exif,difficulty,score,predicted_label,final_label,is_uncertain,threshold_used,detector_config_name,raw_false_positive,final_false_positive,false_positive,status,error_message
data\test_images\day14_expansion\resolution_control\long_768\ai_086_outdoor_street_png_long768.png,ai,long_768,resolution_control,outdoor_street,long_768,false,086_outdoor_street,ai_086_outdoor_street_png_long768.png,png,853.99,768,576,1.333333,0.442368,RGB,false,hard,0.210081,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_087_outdoor_street_jpg_q95_long768.jpg,ai,long_768,resolution_control,outdoor_street,long_768,false,087_outdoor_street,ai_087_outdoor_street_jpg_q95_long768.jpg,jpg,133.0,768,576,1.333333,0.442368,RGB,false,hard,0.219879,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_087_outdoor_street_png_long768.png,ai,long_768,resolution_control,outdoor_street,long_768,false,087_outdoor_street,ai_087_outdoor_street_png_long768.png,png,634.51,768,576,1.333333,0.442368,RGB,false,hard,0.219075,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_088_outdoor_street_jpg_q95_long768.jpg,ai,long_768,resolution_control,outdoor_street,long_768,false,088_outdoor_street,ai_088_outdoor_street_jpg_q95_long768.jpg,jpg,154.91,768,576,1.333333,0.442368,RGB,false,hard,0.184609,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_088_outdoor_street_png_long768.png,ai,long_768,resolution_control,outdoor_street,long_768,false,088_outdoor_street,ai_088_outdoor_street_png_long768.png,png,663.62,768,576,1.333333,0.442368,RGB,false,hard,0.182209,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_089_outdoor_street_jpg_q95_long768.jpg,ai,long_768,resolution_control,outdoor_street,long_768,false,089_outdoor_street,ai_089_outdoor_street_jpg_q95_long768.jpg,jpg,207.9,768,576,1.333333,0.442368,RGB,false,hard,0.21512,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_089_outdoor_street_png_long768.png,ai,long_768,resolution_control,outdoor_street,long_768,false,089_outdoor_street,ai_089_outdoor_street_png_long768.png,png,804.99,768,576,1.333333,0.442368,RGB,false,hard,0.212213,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_090_outdoor_street_jpg_q95_long768.jpg,ai,long_768,resolution_control,outdoor_street,long_768,false,090_outdoor_street,ai_090_outdoor_street_jpg_q95_long768.jpg,jpg,234.63,768,576,1.333333,0.442368,RGB,false,hard,0.221285,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_090_outdoor_street_png_long768.png,ai,long_768,resolution_control,outdoor_street,long_768,false,090_outdoor_street,ai_090_outdoor_street_png_long768.png,png,858.76,768,576,1.333333,0.442368,RGB,false,hard,0.220031,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_091_people_partial_jpg_q95_long768.jpg,ai,long_768,resolution_control,people_partial,long_768,false,091_people_partial,ai_091_people_partial_jpg_q95_long768.jpg,jpg,96.47,768,576,1.333333,0.442368,RGB,false,hard,0.126543,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_091_people_partial_png_long768.png,ai,long_768,resolution_control,people_partial,long_768,false,091_people_partial,ai_091_people_partial_png_long768.png,png,523.83,768,576,1.333333,0.442368,RGB,false,hard,0.125794,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_092_people_partial_jpg_q95_long768.jpg,ai,long_768,resolution_control,people_partial,long_768,false,092_people_partial,ai_092_people_partial_jpg_q95_long768.jpg,jpg,223.21,768,576,1.333333,0.442368,RGB,false,hard,0.235467,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_092_people_partial_png_long768.png,ai,long_768,resolution_control,people_partial,long_768,false,092_people_partial,ai_092_people_partial_png_long768.png,png,892.19,768,576,1.333333,0.442368,RGB,false,hard,0.233436,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_093_people_partial_jpg_q95_long768.jpg,ai,long_768,resolution_control,people_partial,long_768,false,093_people_partial,ai_093_people_partial_jpg_q95_long768.jpg,jpg,239.95,768,576,1.333333,0.442368,RGB,false,hard,0.219808,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_093_people_partial_png_long768.png,ai,long_768,resolution_control,people_partial,long_768,false,093_people_partial,ai_093_people_partial_png_long768.png,png,883.65,768,576,1.333333,0.442368,RGB,false,hard,0.218525,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_094_people_partial_jpg_q95_long768.jpg,ai,long_768,resolution_control,people_partial,long_768,false,094_people_partial,ai_094_people_partial_jpg_q95_long768.jpg,jpg,167.16,768,576,1.333333,0.442368,RGB,false,hard,0.159678,ai,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_094_people_partial_png_long768.png,ai,long_768,resolution_control,people_partial,long_768,false,094_people_partial,ai_094_people_partial_png_long768.png,png,715.05,768,576,1.333333,0.442368,RGB,false,hard,0.157017,ai,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_095_people_partial_jpg_q95_long768.jpg,ai,long_768,resolution_control,people_partial,long_768,false,095_people_partial,ai_095_people_partial_jpg_q95_long768.jpg,jpg,123.78,768,576,1.333333,0.442368,RGB,false,hard,0.187246,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_095_people_partial_png_long768.png,ai,long_768,resolution_control,people_partial,long_768,false,095_people_partial,ai_095_people_partial_png_long768.png,png,604.38,768,576,1.333333,0.442368,RGB,false,hard,0.185378,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_096_people_partial_jpg_q95_long768.jpg,ai,long_768,resolution_control,people_partial,long_768,false,096_people_partial,ai_096_people_partial_jpg_q95_long768.jpg,jpg,136.84,768,576,1.333333,0.442368,RGB,false,hard,0.133895,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_096_people_partial_png_long768.png,ai,long_768,resolution_control,people_partial,long_768,false,096_people_partial,ai_096_people_partial_png_long768.png,png,626.72,768,576,1.333333,0.442368,RGB,false,hard,0.131698,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_097_people_partial_jpg_q95_long768.jpg,ai,long_768,resolution_control,people_partial,long_768,false,097_people_partial,ai_097_people_partial_jpg_q95_long768.jpg,jpg,230.64,768,576,1.333333,0.442368,RGB,false,hard,0.21532,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_097_people_partial_png_long768.png,ai,long_768,resolution_control,people_partial,long_768,false,097_people_partial,ai_097_people_partial_png_long768.png,png,885.33,768,576,1.333333,0.442368,RGB,false,hard,0.213525,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_098_people_partial_jpg_q95_long768.jpg,ai,long_768,resolution_control,people_partial,long_768,false,098_people_partial,ai_098_people_partial_jpg_q95_long768.jpg,jpg,108.94,768,576,1.333333,0.442368,RGB,false,hard,0.155542,ai,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_098_people_partial_png_long768.png,ai,long_768,resolution_control,people_partial,long_768,false,098_people_partial,ai_098_people_partial_png_long768.png,png,574.65,768,576,1.333333,0.442368,RGB,false,hard,0.153544,ai,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_099_people_partial_jpg_q95_long768.jpg,ai,long_768,resolution_control,people_partial,long_768,false,099_people_partial,ai_099_people_partial_jpg_q95_long768.jpg,jpg,214.74,768,576,1.333333,0.442368,RGB,false,hard,0.227497,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_099_people_partial_png_long768.png,ai,long_768,resolution_control,people_partial,long_768,false,099_people_partial,ai_099_people_partial_png_long768.png,png,864.31,768,576,1.333333,0.442368,RGB,false,hard,0.225776,ai,ai,false,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_100_people_partial_jpg_q95_long768.jpg,ai,long_768,resolution_control,people_partial,long_768,false,100_people_partial,ai_100_people_partial_jpg_q95_long768.jpg,jpg,96.0,768,576,1.333333,0.442368,RGB,false,hard,0.140131,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\ai_100_people_partial_png_long768.png,ai,long_768,resolution_control,people_partial,long_768,false,100_people_partial,ai_100_people_partial_png_long768.png,png,536.01,768,576,1.333333,0.442368,RGB,false,hard,0.139393,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\real_001_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,001_food_retail,real_001_food_retail_jpg_q95_long768.jpg,jpg,203.67,576,768,0.75,0.442368,RGB,false,hard,0.18915,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_001_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,001_food_retail,real_001_food_retail_png_long768.png,png,759.37,576,768,0.75,0.442368,RGB,false,hard,0.187784,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_002_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,002_food_retail,real_002_food_retail_jpg_q95_long768.jpg,jpg,104.08,768,432,1.777778,0.331776,RGB,false,hard,0.174711,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_002_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,002_food_retail,real_002_food_retail_png_long768.png,png,444.66,768,432,1.777778,0.331776,RGB,false,hard,0.173177,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_003_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,003_food_retail,real_003_food_retail_jpg_q95_long768.jpg,jpg,123.87,576,768,0.75,0.442368,RGB,false,hard,0.136516,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\real_003_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,003_food_retail,real_003_food_retail_png_long768.png,png,531.07,576,768,0.75,0.442368,RGB,false,hard,0.135639,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\real_004_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,004_food_retail,real_004_food_retail_jpg_q95_long768.jpg,jpg,141.74,576,768,0.75,0.442368,RGB,false,hard,0.17013,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_004_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,004_food_retail,real_004_food_retail_png_long768.png,png,592.54,576,768,0.75,0.442368,RGB,false,hard,0.168348,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_005_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,005_food_retail,real_005_food_retail_jpg_q95_long768.jpg,jpg,130.23,576,768,0.75,0.442368,RGB,false,hard,0.151017,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_005_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,005_food_retail,real_005_food_retail_png_long768.png,png,507.22,576,768,0.75,0.442368,RGB,false,hard,0.149418,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\real_006_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,006_food_retail,real_006_food_retail_jpg_q95_long768.jpg,jpg,195.96,576,768,0.75,0.442368,RGB,false,hard,0.199351,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_006_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,006_food_retail,real_006_food_retail_png_long768.png,png,704.32,576,768,0.75,0.442368,RGB,false,hard,0.198309,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_007_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,007_food_retail,real_007_food_retail_jpg_q95_long768.jpg,jpg,201.85,576,768,0.75,0.442368,RGB,false,hard,0.185659,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_007_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,007_food_retail,real_007_food_retail_png_long768.png,png,710.87,576,768,0.75,0.442368,RGB,false,hard,0.184156,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_008_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,008_food_retail,real_008_food_retail_jpg_q95_long768.jpg,jpg,113.84,354,768,0.460938,0.271872,RGB,false,hard,0.248507,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_008_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,008_food_retail,real_008_food_retail_png_long768.png,png,370.25,354,768,0.460938,0.271872,RGB,false,hard,0.247638,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_009_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,009_food_retail,real_009_food_retail_jpg_q95_long768.jpg,jpg,237.24,576,768,0.75,0.442368,RGB,false,hard,0.215707,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_009_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,009_food_retail,real_009_food_retail_png_long768.png,png,826.48,576,768,0.75,0.442368,RGB,false,hard,0.214861,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_010_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,010_food_retail,real_010_food_retail_jpg_q95_long768.jpg,jpg,82.3,354,768,0.460938,0.271872,RGB,false,hard,0.232331,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_010_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,010_food_retail,real_010_food_retail_png_long768.png,png,270.64,354,768,0.460938,0.271872,RGB,false,hard,0.231986,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_011_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,011_food_retail,real_011_food_retail_jpg_q95_long768.jpg,jpg,170.63,576,768,0.75,0.442368,RGB,false,hard,0.177939,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_011_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,011_food_retail,real_011_food_retail_png_long768.png,png,659.67,576,768,0.75,0.442368,RGB,false,hard,0.176671,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_012_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,012_food_retail,real_012_food_retail_jpg_q95_long768.jpg,jpg,207.79,768,576,1.333333,0.442368,RGB,false,hard,0.206799,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_012_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,012_food_retail,real_012_food_retail_png_long768.png,png,728.64,768,576,1.333333,0.442368,RGB,false,hard,0.205711,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_013_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,013_food_retail,real_013_food_retail_jpg_q95_long768.jpg,jpg,154.98,576,768,0.75,0.442368,RGB,false,hard,0.163401,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_013_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,013_food_retail,real_013_food_retail_png_long768.png,png,611.74,576,768,0.75,0.442368,RGB,false,hard,0.161123,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_014_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,014_food_retail,real_014_food_retail_jpg_q95_long768.jpg,jpg,245.21,576,768,0.75,0.442368,RGB,false,hard,0.191907,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_014_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,014_food_retail,real_014_food_retail_png_long768.png,png,810.96,576,768,0.75,0.442368,RGB,false,hard,0.190776,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_015_food_retail_jpg_q95_long768.jpg,real,long_768,resolution_control,food_retail,long_768,false,015_food_retail,real_015_food_retail_jpg_q95_long768.jpg,jpg,141.49,768,576,1.333333,0.442368,RGB,false,hard,0.18804,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_015_food_retail_png_long768.png,real,long_768,resolution_control,food_retail,long_768,false,015_food_retail,real_015_food_retail_png_long768.png,png,518.38,768,576,1.333333,0.442368,RGB,false,hard,0.187059,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_016_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,016_indoor_home,real_016_indoor_home_jpg_q95_long768.jpg,jpg,100.77,576,768,0.75,0.442368,RGB,false,hard,0.17527,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_016_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,016_indoor_home,real_016_indoor_home_png_long768.png,png,481.27,576,768,0.75,0.442368,RGB,false,hard,0.174844,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_017_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,017_indoor_home,real_017_indoor_home_jpg_q95_long768.jpg,jpg,226.51,576,768,0.75,0.442368,RGB,false,hard,0.237401,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_017_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,017_indoor_home,real_017_indoor_home_png_long768.png,png,749.48,576,768,0.75,0.442368,RGB,false,hard,0.236273,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_018_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,018_indoor_home,real_018_indoor_home_jpg_q95_long768.jpg,jpg,126.32,768,670,1.146269,0.51456,RGB,false,hard,0.169514,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_018_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,018_indoor_home,real_018_indoor_home_png_long768.png,png,463.6,768,670,1.146269,0.51456,RGB,false,hard,0.169474,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_019_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,019_indoor_home,real_019_indoor_home_jpg_q95_long768.jpg,jpg,153.75,576,768,0.75,0.442368,RGB,false,hard,0.17662,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_019_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,019_indoor_home,real_019_indoor_home_png_long768.png,png,548.9,576,768,0.75,0.442368,RGB,false,hard,0.175271,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_020_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,020_indoor_home,real_020_indoor_home_jpg_q95_long768.jpg,jpg,134.16,768,576,1.333333,0.442368,RGB,false,hard,0.181257,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_020_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,020_indoor_home,real_020_indoor_home_png_long768.png,png,524.69,768,576,1.333333,0.442368,RGB,false,hard,0.179995,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_021_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,021_indoor_home,real_021_indoor_home_jpg_q95_long768.jpg,jpg,187.43,576,768,0.75,0.442368,RGB,false,hard,0.203412,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_021_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,021_indoor_home,real_021_indoor_home_png_long768.png,png,612.05,576,768,0.75,0.442368,RGB,false,hard,0.202114,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_022_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,022_indoor_home,real_022_indoor_home_jpg_q95_long768.jpg,jpg,95.94,576,768,0.75,0.442368,RGB,false,hard,0.134882,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\real_022_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,022_indoor_home,real_022_indoor_home_png_long768.png,png,470.08,576,768,0.75,0.442368,RGB,false,hard,0.138288,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_768\real_023_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,023_indoor_home,real_023_indoor_home_jpg_q95_long768.jpg,jpg,54.47,576,768,0.75,0.442368,RGB,false,hard,0.238158,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_023_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,023_indoor_home,real_023_indoor_home_png_long768.png,png,300.54,576,768,0.75,0.442368,RGB,false,hard,0.248994,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_024_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,024_indoor_home,real_024_indoor_home_jpg_q95_long768.jpg,jpg,113.96,768,576,1.333333,0.442368,RGB,false,hard,0.190872,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_024_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,024_indoor_home,real_024_indoor_home_png_long768.png,png,458.28,768,576,1.333333,0.442368,RGB,false,hard,0.189815,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_025_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,025_indoor_home,real_025_indoor_home_jpg_q95_long768.jpg,jpg,126.17,576,768,0.75,0.442368,RGB,false,hard,0.170794,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_025_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,025_indoor_home,real_025_indoor_home_png_long768.png,png,489.52,576,768,0.75,0.442368,RGB,false,hard,0.169421,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_026_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,026_indoor_home,real_026_indoor_home_jpg_q95_long768.jpg,jpg,155.38,576,768,0.75,0.442368,RGB,false,hard,0.198573,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_026_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,026_indoor_home,real_026_indoor_home_png_long768.png,png,535.09,576,768,0.75,0.442368,RGB,false,hard,0.196103,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_027_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,027_indoor_home,real_027_indoor_home_jpg_q95_long768.jpg,jpg,131.11,576,768,0.75,0.442368,RGB,false,hard,0.18078,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_027_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,027_indoor_home,real_027_indoor_home_png_long768.png,png,530.47,576,768,0.75,0.442368,RGB,false,hard,0.179189,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_028_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,028_indoor_home,real_028_indoor_home_jpg_q95_long768.jpg,jpg,177.65,576,768,0.75,0.442368,RGB,false,hard,0.191885,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_028_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,028_indoor_home,real_028_indoor_home_png_long768.png,png,606.38,576,768,0.75,0.442368,RGB,false,hard,0.189545,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_029_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,029_indoor_home,real_029_indoor_home_jpg_q95_long768.jpg,jpg,122.78,768,576,1.333333,0.442368,RGB,false,hard,0.195291,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_029_indoor_home_png_long768.png,real,long_768,resolution_control,indoor_home,long_768,false,029_indoor_home,real_029_indoor_home_png_long768.png,png,487.4,768,576,1.333333,0.442368,RGB,false,hard,0.195266,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_768\real_030_indoor_home_jpg_q95_long768.jpg,real,long_768,resolution_control,indoor_home,long_768,false,030_indoor_home,real_030_indoor_home_jpg_q95_long768.jpg,jpg,129.8,768,576,1.333333,0.442368,RGB,false,hard,0.202946,ai,ai,false,0.150000,baseline,true,true,true,success,
