image_path,true_label,category,format,has_exif,original_score,resize_mean_score,resize_delta,mean_score,median_score,min_score,max_score,score_std,score_range,ai_vote_count,real_vote_count,resolution_flip_count,final_label_v2,final_label_v21,decision_reason_v2,decision_reason_v21,is_correct_when_definite_v21,raw_label_at_0_15
data\test_images\day14_expansion\paired_format\real_jpg\real_089_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.217803,0.225692,0.007889,0.22372,0.224059,0.211684,0.235078,0.009386,0.023394,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_090_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,false,0.147788,0.237351,0.089563,0.21496,0.234762,0.147788,0.242527,0.039114,0.094739,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_091_people_partial_jpg_q95.jpg,real,real_jpg,jpg,false,0.131353,0.178461,0.047108,0.166684,0.174466,0.131353,0.186451,0.021283,0.055098,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_092_people_partial_jpg_q95.jpg,real,real_jpg,jpg,false,0.118902,0.187447,0.068545,0.170311,0.186446,0.118902,0.18945,0.029711,0.070548,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_093_people_partial_jpg_q95.jpg,real,real_jpg,jpg,false,0.140367,0.162387,0.02202,0.156882,0.159971,0.140367,0.167217,0.010149,0.02685,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_094_people_partial_jpg_q95.jpg,real,real_jpg,jpg,false,0.144927,0.204207,0.05928,0.189387,0.203147,0.144927,0.206327,0.025715,0.0614,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_jpg\real_095_people_partial_jpg_q95.jpg,real,real_jpg,jpg,false,0.14535,0.158123,0.012773,0.15493,0.154034,0.14535,0.166302,0.008166,0.020952,2,2,1,uncertain,uncertain,weak_vote_majority,weak_vote_majority_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_096_people_partial_jpg_q95.jpg,real,real_jpg,jpg,false,0.120383,0.150389,0.030006,0.142887,0.140973,0.120383,0.16922,0.017658,0.048837,1,3,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_097_people_partial_jpg_q95.jpg,real,real_jpg,jpg,false,0.144402,0.177619,0.033217,0.169315,0.177096,0.144402,0.178665,0.014417,0.034263,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_098_people_partial_jpg_q95.jpg,real,real_jpg,jpg,false,0.143739,0.189842,0.046103,0.178316,0.187287,0.143739,0.194951,0.020779,0.051212,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_jpg\real_099_people_partial_jpg_q95.jpg,real,real_jpg,jpg,false,0.240302,0.164435,-0.075867,0.183402,0.172827,0.147652,0.240302,0.035369,0.09265,3,1,2,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_jpg\real_100_people_partial_jpg_q95.jpg,real,real_jpg,jpg,false,0.252387,0.137557,-0.11483,0.166264,0.14092,0.13083,0.252387,0.05037,0.121557,2,2,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_001_food_retail_png.png,real,real_png,png,false,0.114726,0.186646,0.07192,0.168666,0.185377,0.114726,0.189183,0.031227,0.074457,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_002_food_retail_png.png,real,real_png,png,false,0.158286,0.17428,0.015994,0.170282,0.170821,0.158286,0.181198,0.008288,0.022912,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_003_food_retail_png.png,real,real_png,png,false,0.25475,0.136102,-0.118648,0.165764,0.137989,0.13233,0.25475,0.051455,0.12242,1,3,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_004_food_retail_png.png,real,real_png,png,false,0.174302,0.16775,-0.006552,0.169388,0.169187,0.164877,0.174302,0.003391,0.009425,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_005_food_retail_png.png,real,real_png,png,false,0.241329,0.150687,-0.090642,0.173348,0.154293,0.143476,0.241329,0.039647,0.097853,2,2,2,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_006_food_retail_png.png,real,real_png,png,false,0.147172,0.198734,0.051562,0.185844,0.198553,0.147172,0.199098,0.022329,0.051926,3,1,1,ai,uncertain,stable_ai_high_confidence,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_png\real_007_food_retail_png.png,real,real_png,png,false,0.128879,0.184613,0.055734,0.17068,0.17788,0.128879,0.19808,0.025887,0.069201,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_008_food_retail_png.png,real,real_png,png,false,0.194047,0.24746,0.053413,0.234107,0.244127,0.194047,0.254125,0.023617,0.060078,4,0,0,uncertain,uncertain,unstable_score_range,unstable_score_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_009_food_retail_png.png,real,real_png,png,false,0.129929,0.213305,0.083376,0.192461,0.212527,0.129929,0.214861,0.036119,0.084932,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_010_food_retail_png.png,real,real_png,png,false,0.185828,0.231054,0.045226,0.219747,0.229775,0.185828,0.23361,0.019708,0.047782,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_011_food_retail_png.png,real,real_png,png,false,0.113693,0.177836,0.064143,0.1618,0.174966,0.113693,0.183575,0.028022,0.069882,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_012_food_retail_png.png,real,real_png,png,false,0.136368,0.205536,0.069168,0.188244,0.200276,0.136368,0.216055,0.030876,0.079687,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_013_food_retail_png.png,real,real_png,png,false,0.138624,0.160101,0.021477,0.154732,0.15959,0.138624,0.161123,0.009321,0.022499,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_014_food_retail_png.png,real,real_png,png,false,0.130813,0.192426,0.061613,0.177023,0.187187,0.130813,0.202906,0.027557,0.072093,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_015_food_retail_png.png,real,real_png,png,false,0.102736,0.186264,0.083528,0.165382,0.185798,0.102736,0.187197,0.036184,0.084461,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_016_indoor_home_png.png,real,real_png,png,false,0.145357,0.175122,0.029765,0.167681,0.173477,0.145357,0.178413,0.013081,0.033056,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_017_indoor_home_png.png,real,real_png,png,false,0.176912,0.236077,0.059165,0.221286,0.235353,0.176912,0.237524,0.025643,0.060612,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_png\real_018_indoor_home_png.png,real,real_png,png,false,0.115168,0.168554,0.053386,0.155208,0.166395,0.115168,0.172874,0.023369,0.057706,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_019_indoor_home_png.png,real,real_png,png,false,0.158845,0.175456,0.016611,0.171303,0.174345,0.158845,0.177678,0.00735,0.018833,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_020_indoor_home_png.png,real,real_png,png,false,0.151884,0.180081,0.028197,0.173032,0.177504,0.151884,0.185234,0.012733,0.03335,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_021_indoor_home_png.png,real,real_png,png,false,0.130207,0.200966,0.070759,0.183276,0.200392,0.130207,0.202114,0.030657,0.071907,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_022_indoor_home_png.png,real,real_png,png,false,0.212763,0.14034,-0.072423,0.158446,0.14394,0.13314,0.212763,0.03192,0.079623,1,3,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_023_indoor_home_png.png,real,real_png,png,false,0.269566,0.219458,-0.050108,0.231985,0.255971,0.146433,0.269566,0.049949,0.123133,3,1,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_024_indoor_home_png.png,real,real_png,png,false,0.144966,0.188752,0.043786,0.177806,0.185888,0.144966,0.194481,0.019481,0.049515,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_025_indoor_home_png.png,real,real_png,png,false,0.156024,0.169736,0.013712,0.166308,0.169552,0.156024,0.170103,0.005942,0.014079,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_026_indoor_home_png.png,real,real_png,png,false,0.167986,0.192839,0.024853,0.186626,0.188439,0.167986,0.201639,0.013199,0.033653,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_027_indoor_home_png.png,real,real_png,png,false,0.149665,0.179095,0.02943,0.171738,0.177587,0.149665,0.182112,0.012927,0.032447,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_028_indoor_home_png.png,real,real_png,png,false,0.17371,0.186575,0.012865,0.183358,0.181965,0.17371,0.195795,0.009573,0.022085,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_029_indoor_home_png.png,real,real_png,png,false,0.200884,0.193035,-0.007849,0.194997,0.198075,0.176037,0.207802,0.011813,0.031765,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_030_indoor_home_png.png,real,real_png,png,false,0.16759,0.198438,0.030848,0.190726,0.193648,0.16759,0.208018,0.015408,0.040428,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_031_lowlight_weather_png.png,real,real_png,png,false,0.238598,0.155552,-0.083046,0.176314,0.159537,0.147583,0.238598,0.036405,0.091015,3,1,2,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_032_lowlight_weather_png.png,real,real_png,png,false,0.163287,0.168424,0.005137,0.167139,0.165389,0.163287,0.174493,0.004508,0.011206,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_033_lowlight_weather_png.png,real,real_png,png,false,0.123457,0.188043,0.064586,0.171896,0.185931,0.123457,0.192266,0.028107,0.068809,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_034_lowlight_weather_png.png,real,real_png,png,false,0.241267,0.162236,-0.079031,0.181994,0.16473,0.157249,0.241267,0.034385,0.084018,4,0,0,uncertain,uncertain,unstable_score_range,unstable_score_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_035_lowlight_weather_png.png,real,real_png,png,false,0.124682,0.186404,0.061722,0.170973,0.182558,0.124682,0.194096,0.02758,0.069414,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_036_lowlight_weather_png.png,real,real_png,png,false,0.111259,0.228158,0.116899,0.198933,0.225014,0.111259,0.234447,0.050943,0.123188,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_037_lowlight_weather_png.png,real,real_png,png,false,0.224505,0.181809,-0.042696,0.192483,0.183428,0.178569,0.224505,0.018676,0.045936,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_038_lowlight_weather_png.png,real,real_png,png,false,0.116939,0.235803,0.118864,0.206087,0.235341,0.116939,0.236727,0.051474,0.119788,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_png\real_039_lowlight_weather_png.png,real,real_png,png,false,0.137118,0.235865,0.098747,0.211178,0.234469,0.137118,0.238656,0.04287,0.101538,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_png\real_040_lowlight_weather_png.png,real,real_png,png,false,0.148421,0.183104,0.034683,0.174433,0.182406,0.148421,0.1845,0.015078,0.036079,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_041_lowlight_weather_png.png,real,real_png,png,false,0.211821,0.179987,-0.031834,0.187946,0.185692,0.168578,0.211821,0.016124,0.043243,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_042_lowlight_weather_png.png,real,real_png,png,false,0.149514,0.19724,0.047726,0.185309,0.195678,0.149514,0.200364,0.020938,0.05085,3,1,1,ai,uncertain,stable_ai_high_confidence,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_png\real_043_lowlight_weather_png.png,real,real_png,png,false,0.21178,0.266012,0.054232,0.252454,0.265064,0.21178,0.267908,0.023517,0.056128,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_044_lowlight_weather_png.png,real,real_png,png,false,0.209568,0.157778,-0.05179,0.170726,0.159365,0.154604,0.209568,0.02257,0.054964,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_045_lowlight_weather_png.png,real,real_png,png,false,0.152135,0.188403,0.036268,0.179336,0.188269,0.152135,0.18867,0.015706,0.036535,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_046_nature_travel_png.png,real,real_png,png,false,0.22772,0.246907,0.019187,0.24211,0.246534,0.22772,0.247654,0.008358,0.019934,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_047_nature_travel_png.png,real,real_png,png,false,0.155533,0.195319,0.039786,0.185372,0.191308,0.155533,0.20334,0.018183,0.047807,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_048_nature_travel_png.png,real,real_png,png,false,0.159086,0.218701,0.059615,0.203797,0.213083,0.159086,0.229936,0.027471,0.07085,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_png\real_049_nature_travel_png.png,real,real_png,png,false,0.225694,0.21176,-0.013934,0.215244,0.214884,0.205511,0.225694,0.007399,0.020183,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_050_nature_travel_png.png,real,real_png,png,false,0.083905,0.227953,0.144048,0.191941,0.227109,0.083905,0.229641,0.062384,0.145736,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_051_nature_travel_png.png,real,real_png,png,false,0.147477,0.205219,0.057742,0.190784,0.203365,0.147477,0.208927,0.025188,0.06145,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_png\real_052_nature_travel_png.png,real,real_png,png,false,0.239608,0.21519,-0.024418,0.221295,0.215823,0.213925,0.239608,0.010602,0.025683,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_053_nature_travel_png.png,real,real_png,png,false,0.210856,0.257578,0.046722,0.245897,0.256613,0.210856,0.259509,0.020304,0.048653,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_054_nature_travel_png.png,real,real_png,png,false,0.152287,0.211301,0.059014,0.196547,0.208043,0.152287,0.217817,0.026125,0.06553,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_png\real_055_nature_travel_png.png,real,real_png,png,false,0.13911,0.222727,0.083617,0.201823,0.220444,0.13911,0.227294,0.036453,0.088184,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_png\real_056_nature_travel_png.png,real,real_png,png,false,0.161438,0.235637,0.074199,0.217087,0.234963,0.161438,0.236984,0.032154,0.075546,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_png\real_057_nature_travel_png.png,real,real_png,png,false,0.097477,0.226372,0.128895,0.194148,0.222201,0.097477,0.234713,0.056229,0.137236,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_058_nature_travel_png.png,real,real_png,png,false,0.17191,0.227058,0.055148,0.213271,0.223108,0.17191,0.234958,0.024786,0.063048,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_png\real_059_nature_travel_png.png,real,real_png,png,false,0.114989,0.215513,0.100524,0.190382,0.213746,0.114989,0.219048,0.043674,0.104059,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_060_nature_travel_png.png,real,real_png,png,false,0.14105,0.215362,0.074312,0.196784,0.211012,0.14105,0.224062,0.032813,0.083012,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_061_object_closeup_png.png,real,real_png,png,false,0.13616,0.175704,0.039544,0.165818,0.170765,0.13616,0.185582,0.018389,0.049422,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_062_object_closeup_png.png,real,real_png,png,false,0.232041,0.132943,-0.099098,0.157717,0.135545,0.127738,0.232041,0.043241,0.104303,1,3,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_063_object_closeup_png.png,real,real_png,png,false,0.119407,0.178708,0.059301,0.163882,0.174731,0.119407,0.186662,0.026237,0.067255,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_064_object_closeup_png.png,real,real_png,png,false,0.225213,0.150167,-0.075046,0.168929,0.154324,0.141854,0.225213,0.033079,0.083359,2,2,2,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_065_object_closeup_png.png,real,real_png,png,false,0.140253,0.174039,0.033786,0.165593,0.169212,0.140253,0.183694,0.016142,0.043441,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_066_object_closeup_png.png,real,real_png,png,false,0.10035,0.183975,0.083625,0.163069,0.178874,0.10035,0.194178,0.036995,0.093828,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_067_object_closeup_png.png,real,real_png,png,false,0.124498,0.198005,0.073507,0.179628,0.195096,0.124498,0.203822,0.032077,0.079324,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_068_object_closeup_png.png,real,real_png,png,false,0.207202,0.148702,-0.0585,0.163327,0.152927,0.140252,0.207202,0.026068,0.06695,2,2,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_069_object_closeup_png.png,real,real_png,png,false,0.117135,0.183426,0.066291,0.166854,0.176354,0.117135,0.19757,0.030152,0.080435,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_070_object_closeup_png.png,real,real_png,png,false,0.139529,0.193453,0.053924,0.179972,0.190973,0.139529,0.198412,0.023591,0.058883,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_071_object_closeup_png.png,real,real_png,png,false,0.128561,0.146007,0.017446,0.141646,0.144637,0.128561,0.148748,0.00774,0.020187,0,4,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_072_object_closeup_png.png,real,real_png,png,false,0.137148,0.189287,0.052139,0.176252,0.188726,0.137148,0.190409,0.022588,0.053261,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_073_object_closeup_png.png,real,real_png,png,false,0.138778,0.16447,0.025692,0.158047,0.160928,0.138778,0.171552,0.012293,0.032774,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_074_object_closeup_png.png,real,real_png,png,false,0.160134,0.179591,0.019457,0.174727,0.176677,0.160134,0.18542,0.010477,0.025286,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\real_png\real_075_object_closeup_png.png,real,real_png,png,false,0.141035,0.19266,0.051625,0.179754,0.19237,0.141035,0.193241,0.022359,0.052206,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_076_outdoor_street_png.png,real,real_png,png,false,0.125113,0.208998,0.083885,0.188027,0.205608,0.125113,0.215777,0.03662,0.090664,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_077_outdoor_street_png.png,real,real_png,png,false,0.133615,0.214848,0.081233,0.19454,0.212645,0.133615,0.219253,0.035318,0.085638,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_078_outdoor_street_png.png,real,real_png,png,false,0.131218,0.224568,0.09335,0.20123,0.222904,0.131218,0.227895,0.040507,0.096677,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_png\real_079_outdoor_street_png.png,real,real_png,png,false,0.158798,0.216911,0.058113,0.202383,0.214838,0.158798,0.221056,0.025436,0.062258,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_png\real_080_outdoor_street_png.png,real,real_png,png,false,0.163665,0.225463,0.061798,0.210014,0.22411,0.163665,0.22817,0.02693,0.064505,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_png\real_081_outdoor_street_png.png,real,real_png,png,false,0.093726,0.203636,0.10991,0.176158,0.2029,0.093726,0.205108,0.047612,0.111382,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_082_outdoor_street_png.png,real,real_png,png,false,0.152566,0.221049,0.068483,0.203928,0.216523,0.152566,0.230102,0.030278,0.077536,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\real_png\real_083_outdoor_street_png.png,real,real_png,png,false,0.226486,0.241472,0.014986,0.237725,0.23996,0.226486,0.244494,0.007023,0.018008,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_084_outdoor_street_png.png,real,real_png,png,false,0.129643,0.216775,0.087132,0.194992,0.21533,0.129643,0.219666,0.03783,0.090023,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_085_outdoor_street_png.png,real,real_png,png,false,0.133274,0.214522,0.081248,0.19421,0.213398,0.133274,0.21677,0.035211,0.083496,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_086_outdoor_street_png.png,real,real_png,png,false,0.162584,0.213584,0.051,0.200834,0.209927,0.162584,0.220899,0.022733,0.058315,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_087_outdoor_street_png.png,real,real_png,png,false,0.159409,0.211404,0.051995,0.198405,0.208911,0.159409,0.21639,0.022881,0.056981,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_088_outdoor_street_png.png,real,real_png,png,false,0.103753,0.216842,0.113089,0.18857,0.21474,0.103753,0.221046,0.049058,0.117293,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_089_outdoor_street_png.png,real,real_png,png,false,0.21968,0.224134,0.004454,0.22302,0.224231,0.209961,0.233658,0.009056,0.023697,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,false,ai
data\test_images\day14_expansion\paired_format\real_png\real_090_outdoor_street_png.png,real,real_png,png,false,0.148626,0.236318,0.087692,0.214395,0.233682,0.148626,0.24159,0.038325,0.092964,3,1,1,uncertain,uncertain,resolution_flip,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\real_png\real_091_people_partial_png.png,real,real_png,png,false,0.132349,0.177678,0.045329,0.166346,0.173756,0.132349,0.185523,0.020519,0.053174,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\real_png\real_092_people_partial_png.png,real,real_png,png,false,0.119804,0.186378,0.066574,0.169735,0.185382,0.119804,0.188372,0.028858,0.068568,3,1,1,uncertain,real,resolution_flip,stable_real_safe_v21,true,real
data\test_images\day14_expansion\paired_format\real_png\real_093_people_partial_png.png,real,real_png,png,false,0.142624,0.16154,0.018916,0.156811,0.159343,0.142624,0.165932,0.008776,0.023308,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
